Tick 1 0_6 attacks 1_9 with 49100, killing 3 units
0_4 attacks 1_7 with 5980, killing 0 units
0_1 attacks 1_3 with 79984, killing 1 units
0_3 attacks 1_1 with 11940, killing 0 units
1_7 attacks 0_6 with 27268, killing 4 units
1_0 attacks 0_3 with 172318, killing 17 units
1_6 attacks 0_4 with 77211, killing 8 units
Tick 4660_6 attacks 1_6 with 5720, killing 0 units
1_1 attacks 0_1 with 89606, killing 12 units
0_4 attacks 1_7 with 5564, killing 0 units
0_1 attacks 1_3 with 79792, killing 1 units
1_5 attacks 0_4 with 76710, killing 7 units
0_3 attacks 1_1 with 11770, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
1_6 attacks 0_6 with 77211, killing 12 units
Tick 4670_6 attacks 1_6 with 5240, killing 0 units
1_1 attacks 0_1 with 89606, killing 12 units
0_4 attacks 1_7 with 5200, killing 0 units
0_1 attacks 1_3 with 79600, killing 1 units
1_5 attacks 0_4 with 76710, killing 7 units
0_3 attacks 1_1 with 11600, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
1_6 attacks 0_6 with 77211, killing 12 units
Tick 4680_6 attacks 1_6 with 4760, killing 0 units
1_1 attacks 0_1 with 89606, killing 12 units
0_4 attacks 1_7 with 4836, killing 0 units
0_1 attacks 1_3 with 79408, killing 1 units
0_3 attacks 1_1 with 11430, killing 0 units
1_7 attacks 0_6 with 27268, killing 4 units
1_0 attacks 0_3 with 172318, killing 17 units
1_6 attacks 0_4 with 77211, killing 8 units
Tick 4690_6 attacks 1_6 with 4600, killing 0 units
1_1 attacks 0_1 with 89606, killing 12 units
0_4 attacks 1_7 with 4420, killing 0 units
0_1 attacks 1_3 with 79216, killing 1 units
1_5 attacks 0_4 with 76710, killing 7 units
0_3 attacks 1_1 with 11260, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
1_6 attacks 0_6 with 77211, killing 12 units
Tick 4700_6 attacks 1_6 with 4120, killing 0 units
1_1 attacks 0_1 with 89606, killing 12 units
0_4 attacks 1_7 with 4056, killing 0 units
0_1 attacks 1_3 with 79024, killing 1 units
1_5 attacks 0_4 with 76710, killing 7 units
0_3 attacks 1_1 with 11090, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
1_6 attacks 0_6 with 77211, killing 12 units
Tick 4710_6 attacks 1_6 with 3640, killing 0 units
1_1 attacks 0_1 with 89606, killing 12 units
0_4 attacks 1_7 with 3692, killing 0 units
0_1 attacks 1_3 with 78832, killing 1 units
0_3 attacks 1_1 with 10920, killing 0 units
1_7 attacks 0_6 with 27268, killing 4 units
1_0 attacks 0_3 with 172318, killing 17 units
1_6 attacks 0_4 with 77211, killing 8 units
Tick 4720_6 attacks 1_6 with 3480, killing 0 units
1_1 attacks 0_1 with 89606, killing 12 units
0_4 attacks 1_7 with 3276, killing 0 units
0_1 attacks 1_3 with 78640, killing 1 units
1_5 attacks 0_4 with 76710, killing 7 units
0_3 attacks 1_1 with 10750, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
1_6 attacks 0_6 with 77211, killing 12 units
Tick 4730_6 attacks 1_6 with 3000, killing 0 units
1_1 attacks 0_1 with 89606, killing 12 units
0_4 attacks 1_7 with 2912, killing 0 units
0_1 attacks 1_3 with 78448, killing 1 units
1_5 attacks 0_4 with 76710, killing 7 units
0_3 attacks 1_1 with 10580, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
1_6 attacks 0_6 with 77211, killing 12 units
Tick 4740_6 attacks 1_6 with 2520, killing 0 units
1_1 attacks 0_1 with 89606, killing 12 units
0_4 attacks 1_7 with 2548, killing 0 units
0_1 attacks 1_3 with 78256, killing 1 units
0_3 attacks 1_1 with 10410, killing 0 units
1_7 attacks 0_6 with 27268, killing 4 units
1_0 attacks 0_3 with 172318, killing 17 units
1_6 attacks 0_4 with 77211, killing 8 units
Tick 4750_6 attacks 1_6 with 2360, killing 0 units
1_1 attacks 0_1 with 89606, killing 12 units
0_4 attacks 1_7 with 2132, killing 0 units
0_1 attacks 1_3 with 78064, killing 1 units
1_5 attacks 0_4 with 76710, killing 7 units
0_3 attacks 1_1 with 10240, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
1_6 attacks 0_6 with 77211, killing 12 units
Tick 4760_6 attacks 1_6 with 1880, killing 0 units
1_1 attacks 0_1 with 89606, killing 12 units
0_4 attacks 1_7 with 1768, killing 0 units
0_1 attacks 1_3 with 77872, killing 1 units
1_5 attacks 0_4 with 76710, killing 7 units
0_3 attacks 1_1 with 10070, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
1_6 attacks 0_6 with 77211, killing 12 units
Tick 4770_6 attacks 1_6 with 1400, killing 0 units
1_1 attacks 0_1 with 89606, killing 12 units
0_4 attacks 1_7 with 1404, killing 0 units
0_1 attacks 1_3 with 77680, killing 1 units
0_3 attacks 1_1 with 9900, killing 0 units
1_7 attacks 0_6 with 27268, killing 4 units
1_0 attacks 0_3 with 172318, killing 17 units
1_6 attacks 0_4 with 77211, killing 8 units
Tick 4780_6 attacks 1_6 with 1240, killing 0 units
1_1 attacks 0_1 with 89606, killing 12 units
0_4 attacks 1_7 with 988, killing 0 units
0_1 attacks 1_3 with 77488, killing 1 units
1_5 attacks 0_4 with 76710, killing 7 units
0_3 attacks 1_1 with 9730, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
1_6 attacks 0_6 with 77211, killing 12 units
Tick 4790_6 attacks 1_6 with 760, killing 0 units
1_1 attacks 0_1 with 89606, killing 12 units
0_4 attacks 1_7 with 624, killing 0 units
0_1 attacks 1_3 with 77296, killing 1 units
1_5 attacks 0_4 with 76710, killing 7 units
0_3 attacks 1_1 with 9560, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
1_6 attacks 0_6 with 77211, killing 12 units
Tick 4800_6 attacks 1_6 with 280, killing 0 units
1_1 attacks 0_1 with 89606, killing 12 units
0_4 attacks 1_7 with 260, killing 0 units
0_1 attacks 1_3 with 77104, killing 1 units
1_5 attacks 0_4 with 76710, killing 7 units
0_3 attacks 1_1 with 9390, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
1_6 attacks 0_6 with 77211, killing 12 units
Tick 4811_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 76912, killing 1 units
0_3 attacks 1_1 with 9220, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 4821_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 76720, killing 1 units
0_3 attacks 1_1 with 9050, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 4831_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 76528, killing 1 units
0_3 attacks 1_1 with 8880, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 4841_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 76336, killing 1 units
0_3 attacks 1_1 with 8710, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 4851_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 76144, killing 1 units
0_3 attacks 1_1 with 8540, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 4861_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 75952, killing 1 units
0_3 attacks 1_1 with 8370, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 4871_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 75760, killing 1 units
0_3 attacks 1_1 with 8200, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 4881_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 75568, killing 1 units
0_3 attacks 1_1 with 8030, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 4891_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 75376, killing 1 units
0_3 attacks 1_1 with 7860, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 4901_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 75184, killing 1 units
0_3 attacks 1_1 with 7690, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 4911_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 74992, killing 1 units
0_3 attacks 1_1 with 7520, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 4921_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 74800, killing 1 units
0_3 attacks 1_1 with 7350, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 4931_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 74608, killing 1 units
0_3 attacks 1_1 with 7180, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 4941_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 74416, killing 1 units
0_3 attacks 1_1 with 7010, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 4951_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 74224, killing 1 units
0_3 attacks 1_1 with 6840, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 4961_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 74032, killing 1 units
0_3 attacks 1_1 with 6670, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 4971_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 73840, killing 1 units
0_3 attacks 1_1 with 6500, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 4981_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 73648, killing 1 units
0_3 attacks 1_1 with 6330, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 4991_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 73456, killing 1 units
0_3 attacks 1_1 with 6160, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 5001_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 73264, killing 1 units
0_3 attacks 1_1 with 5990, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 5011_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 73072, killing 1 units
0_3 attacks 1_1 with 5820, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 5021_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 72880, killing 1 units
0_3 attacks 1_1 with 5650, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 5031_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 72688, killing 1 units
0_3 attacks 1_1 with 5480, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 5041_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 72496, killing 1 units
0_3 attacks 1_1 with 5310, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 5051_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 72304, killing 1 units
0_3 attacks 1_1 with 5140, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 5061_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 72112, killing 1 units
0_3 attacks 1_1 with 4970, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 5071_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 71920, killing 1 units
0_3 attacks 1_1 with 4800, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 5081_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 71728, killing 1 units
0_3 attacks 1_1 with 4630, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 5091_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 71536, killing 1 units
0_3 attacks 1_1 with 4460, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 5101_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 71344, killing 1 units
0_3 attacks 1_1 with 4290, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 5111_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 71152, killing 1 units
0_3 attacks 1_1 with 4120, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 5121_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 70960, killing 1 units
0_3 attacks 1_1 with 3950, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 5131_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 70768, killing 1 units
0_3 attacks 1_1 with 3780, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 5141_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 70576, killing 1 units
0_3 attacks 1_1 with 3610, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 5151_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 70384, killing 1 units
0_3 attacks 1_1 with 3440, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 5161_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 70192, killing 1 units
0_3 attacks 1_1 with 3270, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 5171_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 70000, killing 1 units
0_3 attacks 1_1 with 3100, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 5181_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 69808, killing 1 units
0_3 attacks 1_1 with 2930, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 5191_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 69616, killing 1 units
0_3 attacks 1_1 with 2760, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 5201_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 69424, killing 1 units
0_3 attacks 1_1 with 2590, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 5211_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 69232, killing 1 units
0_3 attacks 1_1 with 2420, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 5221_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 69040, killing 1 units
0_3 attacks 1_1 with 2250, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 5231_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 68848, killing 1 units
0_3 attacks 1_1 with 2080, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 5241_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 68656, killing 1 units
0_3 attacks 1_1 with 1910, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 5251_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 68464, killing 1 units
0_3 attacks 1_1 with 1740, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 5261_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 68272, killing 1 units
0_3 attacks 1_1 with 1570, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 5271_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 68080, killing 1 units
0_3 attacks 1_1 with 1400, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 5281_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 67888, killing 1 units
0_3 attacks 1_1 with 1230, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 5291_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 67696, killing 1 units
0_3 attacks 1_1 with 1060, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 5301_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 67504, killing 1 units
0_3 attacks 1_1 with 890, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 5311_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 67312, killing 1 units
0_3 attacks 1_1 with 720, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 5321_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 67120, killing 1 units
0_3 attacks 1_1 with 550, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 5331_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 66928, killing 1 units
0_3 attacks 1_1 with 380, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 5341_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 66736, killing 1 units
0_3 attacks 1_1 with 210, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 5351_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 66544, killing 1 units
0_3 attacks 1_1 with 40, killing 0 units
1_0 attacks 0_3 with 172318, killing 17 units
Tick 5361_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 66352, killing 1 units
Tick 5371_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 66160, killing 1 units
Tick 5381_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 65968, killing 1 units
Tick 5391_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 65776, killing 1 units
Tick 5401_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 65584, killing 1 units
Tick 5411_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 65392, killing 1 units
Tick 5421_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 65200, killing 1 units
Tick 5431_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 65008, killing 1 units
Tick 5441_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 64816, killing 1 units
Tick 5451_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 64624, killing 1 units
Tick 5461_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 64432, killing 1 units
Tick 5471_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 64240, killing 1 units
Tick 5481_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 64048, killing 1 units
Tick 5491_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 63856, killing 1 units
Tick 5501_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 63664, killing 1 units
Tick 5511_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 63472, killing 1 units
Tick 5521_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 63280, killing 1 units
Tick 5531_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 63088, killing 1 units
Tick 5541_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 62896, killing 1 units
Tick 5551_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 62704, killing 1 units
Tick 5561_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 62512, killing 1 units
Tick 5571_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 62320, killing 1 units
Tick 5581_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 62128, killing 1 units
Tick 5591_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 61936, killing 1 units
Tick 5601_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 61744, killing 1 units
Tick 5611_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 61552, killing 1 units
Tick 5621_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 61360, killing 1 units
Tick 5631_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 61168, killing 1 units
Tick 5641_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 60976, killing 1 units
Tick 5651_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 60784, killing 1 units
Tick 5661_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 60592, killing 1 units
Tick 5671_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 60400, killing 1 units
Tick 5681_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 60208, killing 1 units
Tick 5691_1 attacks 0_1 with 89606, killing 12 units
0_1 attacks 1_3 with 60016, killing 1 units
